geo,pps_per_inhabitant_million_euros,available_hospital_beds_per_100k,real_labour_productivity_per_person_employed_2019_base_year,railway_km_per_square_km,raw_milk_on_farms,pop_density_per_square_km,net_migration_per_capita,count_of_all_crime_per_100k,percentage_individuals_regularly_using_internet,average_age_for_people_above_18,F:M_ratio,disposable_income_avg,gross_income_per_capita,employment_rate,proportion_with_higher_educ,fertility_rate,poverty_rate,life_expectancy,gender_employment_gap_percentage
BG42,11600.0,824.74,111.1,35.0,224.0,63.7,-1358.0,391.75999999999993,61.31,51.62512168146546,1.1008325102299985,10778.85,3900.0,69.5,0.21300000000000005,1.87979,0.377,75.66666666666667,8.9
BG42,11600.0,824.74,111.1,35.0,224.0,63.7,-1180.0,391.75999999999993,61.31,51.62512168146546,1.1008325102299985,10778.85,3900.0,69.5,0.21300000000000005,1.87979,0.377,75.66666666666667,8.9
BG42,11600.0,824.74,111.1,35.0,224.0,63.7,1881.0,391.75999999999993,61.31,51.62512168146546,1.1008325102299985,10778.85,3900.0,69.5,0.21300000000000005,1.87979,0.377,75.66666666666667,8.9
CH01,46300.0,501.31,,,,199.7,-476.0,3554.65,95.21,48.20395106856363,1.061981404494817,,,73.7,0.4067966016991504,1.47,0.254,84.53333333333333,8.3
CH01,46300.0,501.31,,,,199.7,1317.0,3554.65,95.21,48.20395106856363,1.061981404494817,,,73.7,0.4067966016991504,1.47,0.254,84.53333333333333,8.3
CH01,46300.0,501.31,,,,199.7,-542.0,3554.65,95.21,48.20395106856363,1.061981404494817,,,73.7,0.4067966016991504,1.47,0.254,84.53333333333333,8.3
CH02,43400.0,426.12,,,,193.0,2836.0,2576.99,93.94,49.75349325778405,1.0427441729940379,,,82.3,0.377,1.5,0.21,83.60000000000001,7.5
CH02,43400.0,426.12,,,,193.0,1431.0,2576.99,93.94,49.75349325778405,1.0427441729940379,,,82.3,0.377,1.5,0.21,83.60000000000001,7.5
CH02,43400.0,426.12,,,,193.0,1235.0,2576.99,93.94,49.75349325778405,1.0427441729940379,,,82.3,0.377,1.5,0.21,83.60000000000001,7.5
CH02,43400.0,426.12,,,,193.0,-680.0,2576.99,93.94,49.75349325778405,1.0427441729940379,,,82.3,0.377,1.5,0.21,83.60000000000001,7.5
CH02,43400.0,426.12,,,,193.0,144.0,2576.99,93.94,49.75349325778405,1.0427441729940379,,,82.3,0.377,1.5,0.21,83.60000000000001,7.5
CH03,50900.0,541.62,,,,603.0,-805.0,2583.3900000000003,96.28,49.65638499202059,1.0305688987858543,,,81.0,0.42849999999999994,1.5,0.174,84.0,10.1
CH03,50900.0,541.62,,,,603.0,932.0,2583.3900000000003,96.28,49.65638499202059,1.0305688987858543,,,81.0,0.42849999999999994,1.5,0.174,84.0,10.1
CH03,50900.0,541.62,,,,603.0,3860.0,2583.3900000000003,96.28,49.65638499202059,1.0305688987858543,,,81.0,0.42849999999999994,1.5,0.174,84.0,10.1
CH04,58100.0,410.49,,,,925.1,5199.0,3133.47,97.39,48.2178354904864,1.0236149529499652,,,82.7,0.5105,1.42,0.133,84.0,8.3
CH05,41700.0,498.28,,,,104.6,43.0,1634.0,94.52,49.40807125770469,1.003687469849085,,,82.8,0.3646823411705853,1.53,0.153,83.56666666666666,8.8
CH05,41700.0,498.28,,,,104.6,325.0,1634.0,94.52,49.40807125770469,1.003687469849085,,,82.8,0.3646823411705853,1.53,0.153,83.56666666666666,8.8
CH05,41700.0,498.28,,,,104.6,78.0,1634.0,94.52,49.40807125770469,1.003687469849085,,,82.8,0.3646823411705853,1.53,0.153,83.56666666666666,8.8
CH05,41700.0,498.28,,,,104.6,32.0,1634.0,94.52,49.40807125770469,1.003687469849085,,,82.8,0.3646823411705853,1.53,0.153,83.56666666666666,8.8
CH05,41700.0,498.28,,,,104.6,-333.0,1634.0,94.52,49.40807125770469,1.003687469849085,,,82.8,0.3646823411705853,1.53,0.153,83.56666666666666,8.8
CH05,41700.0,498.28,,,,104.6,-128.0,1634.0,94.52,49.40807125770469,1.003687469849085,,,82.8,0.3646823411705853,1.53,0.153,83.56666666666666,8.8
CH05,41700.0,498.28,,,,104.6,1210.0,1634.0,94.52,49.40807125770469,1.003687469849085,,,82.8,0.3646823411705853,1.53,0.153,83.56666666666666,8.8
CH06,46400.0,330.39,,,,191.9,707.0,1753.9900000000002,92.89,48.99270705184781,0.9939079408899963,,,85.4,0.4007996001999,1.54,0.142,84.43333333333334,8.4
CH06,46400.0,330.39,,,,191.9,32.0,1753.9900000000002,92.89,48.99270705184781,0.9939079408899963,,,85.4,0.4007996001999,1.54,0.142,84.43333333333334,8.4
CH06,46400.0,330.39,,,,191.9,435.0,1753.9900000000002,92.89,48.99270705184781,0.9939079408899963,,,85.4,0.4007996001999,1.54,0.142,84.43333333333334,8.4
