,country.x,country_code.x,nutslevel.x,nuts2.x,regionname.x,type.x,year.x,party_abbreviation,party_english,party_native,partyfacts_id,partyvote.x,electorate.x,totalvote.x,validvote.x,uniqueid,left_right.x
1,Austria,AT,2,AT11,Burgenland,EP,2019,EUROPA,,,,1011,234609,155364,151958,BurgenlandEUROPA,
2,Austria,AT,2,AT11,Burgenland,EP,2019,FPO,freedom party of austria,freiheitliche partei osterreichs,463,26649,234609,155364,151958,BurgenlandFPO,8.3494
3,Austria,AT,2,AT11,Burgenland,EP,2019,GRUNE,the greens -- the green alternative,die grunen - die grune alternative,1659,11819,234609,155364,151958,BurgenlandGRUNE,2.4604
4,Austria,AT,2,AT11,Burgenland,EP,2019,NEOS,neos  the new austria,neos - das neue osterreich,1970,7861,234609,155364,151958,BurgenlandNEOS,6
5,Austria,AT,2,AT11,Burgenland,EP,2019,OTHER,,,,663,234609,155364,151958,BurgenlandOTHER,
6,Austria,AT,2,AT11,Burgenland,EP,2019,OVP,austrian people's party,osterreichische volkspartei,1329,53809,234609,155364,151958,BurgenlandOVP,6.4733
7,Austria,AT,2,AT11,Burgenland,EP,2019,SPO,social democratic party of austria,sozialdemokratische partei osterreichs,1384,50146,234609,155364,151958,BurgenlandSPO,3.7293
8,Austria,AT,2,AT12,Niederösterreich,EP,2019,EUROPA,,,,7811,1295527,870508,853764,NiederösterreichEUROPA,
9,Austria,AT,2,AT12,Niederösterreich,EP,2019,FPO,freedom party of austria,freiheitliche partei osterreichs,463,152023,1295527,870508,853764,NiederösterreichFPO,8.3494
10,Austria,AT,2,AT12,Niederösterreich,EP,2019,GRUNE,the greens -- the green alternative,die grunen - die grune alternative,1659,89730,1295527,870508,853764,NiederösterreichGRUNE,2.4604
11,Austria,AT,2,AT12,Niederösterreich,EP,2019,NEOS,neos  the new austria,neos - das neue osterreich,1970,66318,1295527,870508,853764,NiederösterreichNEOS,6
12,Austria,AT,2,AT12,Niederösterreich,EP,2019,OTHER,,,,5037,1295527,870508,853764,NiederösterreichOTHER,
13,Austria,AT,2,AT12,Niederösterreich,EP,2019,OVP,austrian people's party,osterreichische volkspartei,1329,342105,1295527,870508,853764,NiederösterreichOVP,6.4733
14,Austria,AT,2,AT12,Niederösterreich,EP,2019,SPO,social democratic party of austria,sozialdemokratische partei osterreichs,1384,190740,1295527,870508,853764,NiederösterreichSPO,3.7293
15,Austria,AT,2,AT13,Wien,EP,2019,EUROPA,,,,10573,1157681,679709,673653,WienEUROPA,
16,Austria,AT,2,AT13,Wien,EP,2019,FPO,freedom party of austria,freiheitliche partei osterreichs,463,97010,1157681,679709,673653,WienFPO,8.3494
17,Austria,AT,2,AT13,Wien,EP,2019,GRUNE,the greens -- the green alternative,die grunen - die grune alternative,1659,140334,1157681,679709,673653,WienGRUNE,2.4604
18,Austria,AT,2,AT13,Wien,EP,2019,KPO,communist party of austria,kommunistische partei osterreichs,996,8470,1157681,679709,673653,WienKPO,
19,Austria,AT,2,AT13,Wien,EP,2019,NEOS,neos  the new austria,neos - das neue osterreich,1970,69014,1157681,679709,673653,WienNEOS,6
20,Austria,AT,2,AT13,Wien,EP,2019,OVP,austrian people's party,osterreichische volkspartei,1329,144073,1157681,679709,673653,WienOVP,6.4733
21,Austria,AT,2,AT13,Wien,EP,2019,SPO,social democratic party of austria,sozialdemokratische partei osterreichs,1384,204179,1157681,679709,673653,WienSPO,3.7293
22,Austria,AT,2,AT21,Kärnten,EP,2019,EUROPA,,,,2134,439039,228553,224383,KärntenEUROPA,
23,Austria,AT,2,AT21,Kärnten,EP,2019,FPO,freedom party of austria,freiheitliche partei osterreichs,463,48400,439039,228553,224383,KärntenFPO,8.3494
24,Austria,AT,2,AT21,Kärnten,EP,2019,GRUNE,the greens -- the green alternative,die grunen - die grune alternative,1659,22160,439039,228553,224383,KärntenGRUNE,2.4604
25,Austria,AT,2,AT21,Kärnten,EP,2019,NEOS,neos  the new austria,neos - das neue osterreich,1970,17259,439039,228553,224383,KärntenNEOS,6
26,Austria,AT,2,AT21,Kärnten,EP,2019,OTHER,,,,1411,439039,228553,224383,KärntenOTHER,
27,Austria,AT,2,AT21,Kärnten,EP,2019,OVP,austrian people's party,osterreichische volkspartei,1329,64841,439039,228553,224383,KärntenOVP,6.4733
28,Austria,AT,2,AT21,Kärnten,EP,2019,SPO,social democratic party of austria,sozialdemokratische partei osterreichs,1384,68178,439039,228553,224383,KärntenSPO,3.7293
29,Austria,AT,2,AT22,Steiermark,EP,2019,EUROPA,,,,4785,966119,547867,542211,SteiermarkEUROPA,
30,Austria,AT,2,AT22,Steiermark,EP,2019,FPO,freedom party of austria,freiheitliche partei osterreichs,463,107040,966119,547867,542211,SteiermarkFPO,8.3494
31,Austria,AT,2,AT22,Steiermark,EP,2019,GRUNE,the greens -- the green alternative,die grunen - die grune alternative,1659,71922,966119,547867,542211,SteiermarkGRUNE,2.4604
32,Austria,AT,2,AT22,Steiermark,EP,2019,KPO,communist party of austria,kommunistische partei osterreichs,996,4350,966119,547867,542211,SteiermarkKPO,
33,Austria,AT,2,AT22,Steiermark,EP,2019,NEOS,neos  the new austria,neos - das neue osterreich,1970,42553,966119,547867,542211,SteiermarkNEOS,6
34,Austria,AT,2,AT22,Steiermark,EP,2019,OTHER,,,,1617,966119,547867,542211,SteiermarkOTHER,
35,Austria,AT,2,AT22,Steiermark,EP,2019,OVP,austrian people's party,osterreichische volkspartei,1329,193772,966119,547867,542211,SteiermarkOVP,6.4733
36,Austria,AT,2,AT22,Steiermark,EP,2019,SPO,social democratic party of austria,sozialdemokratische partei osterreichs,1384,116172,966119,547867,542211,SteiermarkSPO,3.7293
37,Austria,AT,2,AT31,Oberösterreich,EP,2019,EUROPA,,,,5725,1108448,688278,676208,OberösterreichEUROPA,
38,Austria,AT,2,AT31,Oberösterreich,EP,2019,FPO,freedom party of austria,freiheitliche partei osterreichs,463,122263,1108448,688278,676208,OberösterreichFPO,8.3494
39,Austria,AT,2,AT31,Oberösterreich,EP,2019,GRUNE,the greens -- the green alternative,die grunen - die grune alternative,1659,90427,1108448,688278,676208,OberösterreichGRUNE,2.4604
40,Austria,AT,2,AT31,Oberösterreich,EP,2019,NEOS,neos  the new austria,neos - das neue osterreich,1970,47097,1108448,688278,676208,OberösterreichNEOS,6
41,Austria,AT,2,AT31,Oberösterreich,EP,2019,OTHER,,,,4364,1108448,688278,676208,OberösterreichOTHER,
42,Austria,AT,2,AT31,Oberösterreich,EP,2019,OVP,austrian people's party,osterreichische volkspartei,1329,237585,1108448,688278,676208,OberösterreichOVP,6.4733
43,Austria,AT,2,AT31,Oberösterreich,EP,2019,SPO,social democratic party of austria,sozialdemokratische partei osterreichs,1384,168747,1108448,688278,676208,OberösterreichSPO,3.7293
44,Austria,AT,2,AT32,Salzburg,EP,2019,EUROPA,,,,2468,396227,229112,226007,SalzburgEUROPA,
45,Austria,AT,2,AT32,Salzburg,EP,2019,FPO,freedom party of austria,freiheitliche partei osterreichs,463,32845,396227,229112,226007,SalzburgFPO,8.3494
46,Austria,AT,2,AT32,Salzburg,EP,2019,GRUNE,the greens -- the green alternative,die grunen - die grune alternative,1659,31866,396227,229112,226007,SalzburgGRUNE,2.4604
47,Austria,AT,2,AT32,Salzburg,EP,2019,NEOS,neos  the new austria,neos - das neue osterreich,1970,18646,396227,229112,226007,SalzburgNEOS,6
48,Austria,AT,2,AT32,Salzburg,EP,2019,OTHER,,,,1657,396227,229112,226007,SalzburgOTHER,
49,Austria,AT,2,AT32,Salzburg,EP,2019,OVP,austrian people's party,osterreichische volkspartei,1329,97376,396227,229112,226007,SalzburgOVP,6.4733
50,Austria,AT,2,AT32,Salzburg,EP,2019,SPO,social democratic party of austria,sozialdemokratische partei osterreichs,1384,41149,396227,229112,226007,SalzburgSPO,3.7293
51,Austria,AT,2,AT33,Tirol,EP,2019,EUROPA,,,,2961,543532,289387,286765,TirolEUROPA,
52,Austria,AT,2,AT33,Tirol,EP,2019,FPO,freedom party of austria,freiheitliche partei osterreichs,463,43487,543532,289387,286765,TirolFPO,8.3494
53,Austria,AT,2,AT33,Tirol,EP,2019,GRUNE,the greens -- the green alternative,die grunen - die grune alternative,1659,46782,543532,289387,286765,TirolGRUNE,2.4604
54,Austria,AT,2,AT33,Tirol,EP,2019,NEOS,neos  the new austria,neos - das neue osterreich,1970,25285,543532,289387,286765,TirolNEOS,6
55,Austria,AT,2,AT33,Tirol,EP,2019,OTHER,,,,1681,543532,289387,286765,TirolOTHER,
56,Austria,AT,2,AT33,Tirol,EP,2019,OVP,austrian people's party,osterreichische volkspartei,1329,122240,543532,289387,286765,TirolOVP,6.4733
57,Austria,AT,2,AT33,Tirol,EP,2019,SPO,social democratic party of austria,sozialdemokratische partei osterreichs,1384,44329,543532,289387,286765,TirolSPO,3.7293
58,Austria,AT,2,AT34,Vorarlberg,EP,2019,EUROPA,,,,1771,274995,145884,144815,VorarlbergEUROPA,
59,Austria,AT,2,AT34,Vorarlberg,EP,2019,FPO,freedom party of austria,freiheitliche partei osterreichs,463,20397,274995,145884,144815,VorarlbergFPO,8.3494
60,Austria,AT,2,AT34,Vorarlberg,EP,2019,GRUNE,the greens -- the green alternative,die grunen - die grune alternative,1659,27153,274995,145884,144815,VorarlbergGRUNE,2.4604
61,Austria,AT,2,AT34,Vorarlberg,EP,2019,NEOS,neos  the new austria,neos - das neue osterreich,1970,24991,274995,145884,144815,VorarlbergNEOS,6
62,Austria,AT,2,AT34,Vorarlberg,EP,2019,OTHER,,,,837,274995,145884,144815,VorarlbergOTHER,
63,Austria,AT,2,AT34,Vorarlberg,EP,2019,OVP,austrian people's party,osterreichische volkspartei,1329,50155,274995,145884,144815,VorarlbergOVP,6.4733
64,Austria,AT,2,AT34,Vorarlberg,EP,2019,SPO,social democratic party of austria,sozialdemokratische partei osterreichs,1384,19511,274995,145884,144815,VorarlbergSPO,3.7293
65,Belgium,BE,2,BE10,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,EP,2019,CD&V,christian-democrat and flemish / new flemish alliance,christen-democratisch & vlaams / nieuw-vlaams alliantie,756,5322,616191,510837,477122,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk GewestCD&V,5.7667
66,Belgium,BE,2,BE10,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,EP,2019,CDH,humanist democratic centre,centre democrate humaniste,2338,24225,616191,510837,477122,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk GewestCDH,
67,Belgium,BE,2,BE10,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,EP,2019,ECOLO,confederated ecologists for the organisation of original struggles,ecologistes confederes pour l'organisation de luttes originales,1563,112108,616191,510837,477122,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk GewestECOLO,2.641
68,Belgium,BE,2,BE10,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,EP,2019,FDF,front democratique des francophones / defi,democratic front of francophones,698,38535,616191,510837,477122,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk GewestFDF,
69,Belgium,BE,2,BE10,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,EP,2019,GROEN!,agalev -- green,agalev - groen,528,15872,616191,510837,477122,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk GewestGROEN!,2.5762
70,Belgium,BE,2,BE10,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,EP,2019,MR,reformist movement,mouvement reformateur,789,64966,616191,510837,477122,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk GewestMR,6.6889
71,Belgium,BE,2,BE10,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,EP,2019,N-VA,new flemish alliance,nieuw-vlaamse alliantie,36,13369,616191,510837,477122,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk GewestN-VA,6.5321
72,Belgium,BE,2,BE10,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,EP,2019,OPENVLD,party of liberty and progress -- open flemish liberals and democrats,partij voor vrijheid en vooruitgang - open vlaamse liberalen en democraten,49,23597,616191,510837,477122,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk GewestOPENVLD,7.0053
73,Belgium,BE,2,BE10,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,EP,2019,OTHER,,,,1110,616191,510837,477122,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk GewestOTHER,
74,Belgium,BE,2,BE10,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,EP,2019,PAPTB,workers' party of belgium,partij van de arbeid van belgie - parti du travail de belgique,1753,61903,616191,510837,477122,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk GewestPAPTB,1.3
75,Belgium,BE,2,BE10,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,EP,2019,PARTI POPULAIRE,people's party,parti populaire,639,10128,616191,510837,477122,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk GewestPARTI POPULAIRE,
76,Belgium,BE,2,BE10,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,EP,2019,PS,socialist party [francophone],parti socialiste,500,92861,616191,510837,477122,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk GewestPS,2.9307
77,Belgium,BE,2,BE10,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,EP,2019,SP,socialist party differently,socialistische partij anders,1680,5825,616191,510837,477122,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk GewestSP,
78,Belgium,BE,2,BE10,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk Gewest,EP,2019,VB,flemish interest,vlaams belang,1968,7301,616191,510837,477122,Région de Bruxelles-Capitale/ Brussels Hoofdstedelijk GewestVB,9.6622
79,Belgium,BE,2,BE21,Prov. Antwerpen,EP,2019,CD&V,christian-democrat and flemish / new flemish alliance,christen-democratisch & vlaams / nieuw-vlaams alliantie,756,139885,1328761,1191366,1146379,Prov. AntwerpenCD&V,5.7667
80,Belgium,BE,2,BE21,Prov. Antwerpen,EP,2019,GROEN!,agalev -- green,agalev - groen,528,154108,1328761,1191366,1146379,Prov. AntwerpenGROEN!,2.5762
81,Belgium,BE,2,BE21,Prov. Antwerpen,EP,2019,N-VA,new flemish alliance,nieuw-vlaamse alliantie,36,315248,1328761,1191366,1146379,Prov. AntwerpenN-VA,6.5321
82,Belgium,BE,2,BE21,Prov. Antwerpen,EP,2019,OPENVLD,party of liberty and progress -- open flemish liberals and democrats,partij voor vrijheid en vooruitgang - open vlaamse liberalen en democraten,49,142337,1328761,1191366,1146379,Prov. AntwerpenOPENVLD,7.0053
83,Belgium,BE,2,BE21,Prov. Antwerpen,EP,2019,OTHER,,,,4968,1328761,1191366,1146379,Prov. AntwerpenOTHER,
84,Belgium,BE,2,BE21,Prov. Antwerpen,EP,2019,PAPTB,workers' party of belgium,partij van de arbeid van belgie - parti du travail de belgique,1753,75317,1328761,1191366,1146379,Prov. AntwerpenPAPTB,1.3
85,Belgium,BE,2,BE21,Prov. Antwerpen,EP,2019,SP,socialist party differently,socialistische partij anders,1680,94442,1328761,1191366,1146379,Prov. AntwerpenSP,
86,Belgium,BE,2,BE21,Prov. Antwerpen,EP,2019,VB,flemish interest,vlaams belang,1968,220074,1328761,1191366,1146379,Prov. AntwerpenVB,9.6622
87,Belgium,BE,2,BE22,Prov. Limburg (BE),EP,2019,CD&V,christian-democrat and flemish / new flemish alliance,christen-democratisch & vlaams / nieuw-vlaams alliantie,756,103721,644636,587142,554088,Prov. Limburg (BE)CD&V,5.7667
88,Belgium,BE,2,BE22,Prov. Limburg (BE),EP,2019,GROEN!,agalev -- green,agalev - groen,528,44162,644636,587142,554088,Prov. Limburg (BE)GROEN!,2.5762
89,Belgium,BE,2,BE22,Prov. Limburg (BE),EP,2019,N-VA,new flemish alliance,nieuw-vlaamse alliantie,36,109912,644636,587142,554088,Prov. Limburg (BE)N-VA,6.5321
90,Belgium,BE,2,BE22,Prov. Limburg (BE),EP,2019,OPENVLD,party of liberty and progress -- open flemish liberals and democrats,partij voor vrijheid en vooruitgang - open vlaamse liberalen en democraten,49,78203,644636,587142,554088,Prov. Limburg (BE)OPENVLD,7.0053
91,Belgium,BE,2,BE22,Prov. Limburg (BE),EP,2019,OTHER,,,,1731,644636,587142,554088,Prov. Limburg (BE)OTHER,
92,Belgium,BE,2,BE22,Prov. Limburg (BE),EP,2019,PAPTB,workers' party of belgium,partij van de arbeid van belgie - parti du travail de belgique,1753,28971,644636,587142,554088,Prov. Limburg (BE)PAPTB,1.3
93,Belgium,BE,2,BE22,Prov. Limburg (BE),EP,2019,SP,socialist party differently,socialistische partij anders,1680,74541,644636,587142,554088,Prov. Limburg (BE)SP,
94,Belgium,BE,2,BE22,Prov. Limburg (BE),EP,2019,VB,flemish interest,vlaams belang,1968,112847,644636,587142,554088,Prov. Limburg (BE)VB,9.6622
95,Belgium,BE,2,BE23,Prov. Oost-Vlaanderen,EP,2019,CD&V,christian-democrat and flemish / new flemish alliance,christen-democratisch & vlaams / nieuw-vlaams alliantie,756,132611,1145711,1041756,989438,Prov. Oost-VlaanderenCD&V,5.7667
96,Belgium,BE,2,BE23,Prov. Oost-Vlaanderen,EP,2019,GROEN!,agalev -- green,agalev - groen,528,126802,1145711,1041756,989438,Prov. Oost-VlaanderenGROEN!,2.5762
97,Belgium,BE,2,BE23,Prov. Oost-Vlaanderen,EP,2019,N-VA,new flemish alliance,nieuw-vlaamse alliantie,36,197298,1145711,1041756,989438,Prov. Oost-VlaanderenN-VA,6.5321
98,Belgium,BE,2,BE23,Prov. Oost-Vlaanderen,EP,2019,OPENVLD,party of liberty and progress -- open flemish liberals and democrats,partij voor vrijheid en vooruitgang - open vlaamse liberalen en democraten,49,183565,1145711,1041756,989438,Prov. Oost-VlaanderenOPENVLD,7.0053
99,Belgium,BE,2,BE23,Prov. Oost-Vlaanderen,EP,2019,OTHER,,,,4760,1145711,1041756,989438,Prov. Oost-VlaanderenOTHER,
100,Belgium,BE,2,BE23,Prov. Oost-Vlaanderen,EP,2019,PAPTB,workers' party of belgium,partij van de arbeid van belgie - parti du travail de belgique,1753,46260,1145711,1041756,989438,Prov. Oost-VlaanderenPAPTB,1.3
101,Belgium,BE,2,BE23,Prov. Oost-Vlaanderen,EP,2019,SP,socialist party differently,socialistische partij anders,1680,95856,1145711,1041756,989438,Prov. Oost-VlaanderenSP,
102,Belgium,BE,2,BE23,Prov. Oost-Vlaanderen,EP,2019,VB,flemish interest,vlaams belang,1968,202286,1145711,1041756,989438,Prov. Oost-VlaanderenVB,9.6622
103,Belgium,BE,2,BE24,Prov. Vlaams-Brabant,EP,2019,CD&V,christian-democrat and flemish / new flemish alliance,christen-democratisch & vlaams / nieuw-vlaams alliantie,756,90681,781494,705950,671491,Prov. Vlaams-BrabantCD&V,5.7667
104,Belgium,BE,2,BE24,Prov. Vlaams-Brabant,EP,2019,GROEN!,agalev -- green,agalev - groen,528,102011,781494,705950,671491,Prov. Vlaams-BrabantGROEN!,2.5762
105,Belgium,BE,2,BE24,Prov. Vlaams-Brabant,EP,2019,N-VA,new flemish alliance,nieuw-vlaamse alliantie,36,155712,781494,705950,671491,Prov. Vlaams-BrabantN-VA,6.5321
106,Belgium,BE,2,BE24,Prov. Vlaams-Brabant,EP,2019,OPENVLD,party of liberty and progress -- open flemish liberals and democrats,partij voor vrijheid en vooruitgang - open vlaamse liberalen en democraten,49,128819,781494,705950,671491,Prov. Vlaams-BrabantOPENVLD,7.0053
107,Belgium,BE,2,BE24,Prov. Vlaams-Brabant,EP,2019,OTHER,,,,3905,781494,705950,671491,Prov. Vlaams-BrabantOTHER,
108,Belgium,BE,2,BE24,Prov. Vlaams-Brabant,EP,2019,PAPTB,workers' party of belgium,partij van de arbeid van belgie - parti du travail de belgique,1753,29934,781494,705950,671491,Prov. Vlaams-BrabantPAPTB,1.3
109,Belgium,BE,2,BE24,Prov. Vlaams-Brabant,EP,2019,SP,socialist party differently,socialistische partij anders,1680,63909,781494,705950,671491,Prov. Vlaams-BrabantSP,
110,Belgium,BE,2,BE24,Prov. Vlaams-Brabant,EP,2019,VB,flemish interest,vlaams belang,1968,96520,781494,705950,671491,Prov. Vlaams-BrabantVB,9.6622
111,Belgium,BE,2,BE25,Prov. West-Vlaanderen,EP,2019,CD&V,christian-democrat and flemish / new flemish alliance,christen-democratisch & vlaams / nieuw-vlaams alliantie,756,143626,934485,845068,796470,Prov. West-VlaanderenCD&V,5.7667
112,Belgium,BE,2,BE25,Prov. West-Vlaanderen,EP,2019,GROEN!,agalev -- green,agalev - groen,528,79980,934485,845068,796470,Prov. West-VlaanderenGROEN!,2.5762
113,Belgium,BE,2,BE25,Prov. West-Vlaanderen,EP,2019,N-VA,new flemish alliance,nieuw-vlaamse alliantie,36,157945,934485,845068,796470,Prov. West-VlaanderenN-VA,6.5321
114,Belgium,BE,2,BE25,Prov. West-Vlaanderen,EP,2019,OPENVLD,party of liberty and progress -- open flemish liberals and democrats,partij voor vrijheid en vooruitgang - open vlaamse liberalen en democraten,49,115687,934485,845068,796470,Prov. West-VlaanderenOPENVLD,7.0053
115,Belgium,BE,2,BE25,Prov. West-Vlaanderen,EP,2019,OTHER,,,,3734,934485,845068,796470,Prov. West-VlaanderenOTHER,
116,Belgium,BE,2,BE25,Prov. West-Vlaanderen,EP,2019,PAPTB,workers' party of belgium,partij van de arbeid van belgie - parti du travail de belgique,1753,26526,934485,845068,796470,Prov. West-VlaanderenPAPTB,1.3
117,Belgium,BE,2,BE25,Prov. West-Vlaanderen,EP,2019,SP,socialist party differently,socialistische partij anders,1680,98414,934485,845068,796470,Prov. West-VlaanderenSP,
118,Belgium,BE,2,BE25,Prov. West-Vlaanderen,EP,2019,VB,flemish interest,vlaams belang,1968,170558,934485,845068,796470,Prov. West-VlaanderenVB,9.6622
119,Belgium,BE,2,BE31,Prov. Brabant Wallon,EP,2019,CDH,humanist democratic centre,centre democrate humaniste,2338,18165,292756,259055,242996,Prov. Brabant WallonCDH,
120,Belgium,BE,2,BE31,Prov. Brabant Wallon,EP,2019,ECOLO,confederated ecologists for the organisation of original struggles,ecologistes confederes pour l'organisation de luttes originales,1563,63364,292756,259055,242996,Prov. Brabant WallonECOLO,2.641
121,Belgium,BE,2,BE31,Prov. Brabant Wallon,EP,2019,FDF,front democratique des francophones / defi,democratic front of francophones,698,15778,292756,259055,242996,Prov. Brabant WallonFDF,
122,Belgium,BE,2,BE31,Prov. Brabant Wallon,EP,2019,MR,reformist movement,mouvement reformateur,789,78281,292756,259055,242996,Prov. Brabant WallonMR,6.6889
123,Belgium,BE,2,BE31,Prov. Brabant Wallon,EP,2019,PAPTB,workers' party of belgium,partij van de arbeid van belgie - parti du travail de belgique,1753,18758,292756,259055,242996,Prov. Brabant WallonPAPTB,1.3
124,Belgium,BE,2,BE31,Prov. Brabant Wallon,EP,2019,PARTI POPULAIRE,people's party,parti populaire,639,9380,292756,259055,242996,Prov. Brabant WallonPARTI POPULAIRE,
125,Belgium,BE,2,BE31,Prov. Brabant Wallon,EP,2019,PS,socialist party [francophone],parti socialiste,500,39270,292756,259055,242996,Prov. Brabant WallonPS,2.9307
126,Belgium,BE,2,BE32,Prov. Hainaut,EP,2019,CDH,humanist democratic centre,centre democrate humaniste,2338,53863,940772,810041,724170,Prov. HainautCDH,
127,Belgium,BE,2,BE32,Prov. Hainaut,EP,2019,ECOLO,confederated ecologists for the organisation of original struggles,ecologistes confederes pour l'organisation de luttes originales,1563,106060,940772,810041,724170,Prov. HainautECOLO,2.641
128,Belgium,BE,2,BE32,Prov. Hainaut,EP,2019,FDF,front democratique des francophones / defi,democratic front of francophones,698,33482,940772,810041,724170,Prov. HainautFDF,
129,Belgium,BE,2,BE32,Prov. Hainaut,EP,2019,MR,reformist movement,mouvement reformateur,789,113528,940772,810041,724170,Prov. HainautMR,6.6889
130,Belgium,BE,2,BE32,Prov. Hainaut,EP,2019,PAPTB,workers' party of belgium,partij van de arbeid van belgie - parti du travail de belgique,1753,125171,940772,810041,724170,Prov. HainautPAPTB,1.3
131,Belgium,BE,2,BE32,Prov. Hainaut,EP,2019,PARTI POPULAIRE,people's party,parti populaire,639,38966,940772,810041,724170,Prov. HainautPARTI POPULAIRE,
132,Belgium,BE,2,BE32,Prov. Hainaut,EP,2019,PS,socialist party [francophone],parti socialiste,500,253100,940772,810041,724170,Prov. HainautPS,2.9307
133,Belgium,BE,2,BE33,Prov. Liège,EP,2019,CDH,humanist democratic centre,centre democrate humaniste,2338,43496,789993,672477,618004,Prov. LiègeCDH,
134,Belgium,BE,2,BE33,Prov. Liège,EP,2019,CSP,christian social party,christlische soziale partei: europaische volkspartei,6688,14244,789993,672477,618004,Prov. LiègeCSP,
135,Belgium,BE,2,BE33,Prov. Liège,EP,2019,ECOLO,confederated ecologists for the organisation of original struggles,ecologistes confederes pour l'organisation de luttes originales,1563,113202,789993,672477,618004,Prov. LiègeECOLO,2.641
136,Belgium,BE,2,BE33,Prov. Liège,EP,2019,FDF,front democratique des francophones / defi,democratic front of francophones,698,27820,789993,672477,618004,Prov. LiègeFDF,
137,Belgium,BE,2,BE33,Prov. Liège,EP,2019,MR,reformist movement,mouvement reformateur,789,110686,789993,672477,618004,Prov. LiègeMR,6.6889
138,Belgium,BE,2,BE33,Prov. Liège,EP,2019,OTHER,,,,15183,789993,672477,618004,Prov. LiègeOTHER,
139,Belgium,BE,2,BE33,Prov. Liège,EP,2019,PAPTB,workers' party of belgium,partij van de arbeid van belgie - parti du travail de belgique,1753,96573,789993,672477,618004,Prov. LiègePAPTB,1.3
140,Belgium,BE,2,BE33,Prov. Liège,EP,2019,PARTI POPULAIRE,people's party,parti populaire,639,33805,789993,672477,618004,Prov. LiègePARTI POPULAIRE,
141,Belgium,BE,2,BE33,Prov. Liège,EP,2019,PS,socialist party [francophone],parti socialiste,500,158344,789993,672477,618004,Prov. LiègePS,2.9307
142,Belgium,BE,2,BE33,Prov. Liège,EP,2019,SP,socialist party differently,socialistische partij anders,1680,4651,789993,672477,618004,Prov. LiègeSP,
143,Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2019,CDH,humanist democratic centre,centre democrate humaniste,2338,38600,206665,184178,164831,Prov. Luxembourg (BE)CDH,
144,Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2019,ECOLO,confederated ecologists for the organisation of original struggles,ecologistes confederes pour l'organisation de luttes originales,1563,31214,206665,184178,164831,Prov. Luxembourg (BE)ECOLO,2.641
145,Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2019,FDF,front democratique des francophones / defi,democratic front of francophones,698,6620,206665,184178,164831,Prov. Luxembourg (BE)FDF,
146,Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2019,MR,reformist movement,mouvement reformateur,789,34984,206665,184178,164831,Prov. Luxembourg (BE)MR,6.6889
147,Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2019,PAPTB,workers' party of belgium,partij van de arbeid van belgie - parti du travail de belgique,1753,15759,206665,184178,164831,Prov. Luxembourg (BE)PAPTB,1.3
148,Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2019,PARTI POPULAIRE,people's party,parti populaire,639,6796,206665,184178,164831,Prov. Luxembourg (BE)PARTI POPULAIRE,
149,Belgium,BE,2,BE34,Prov. Luxembourg (BE),EP,2019,PS,socialist party [francophone],parti socialiste,500,30858,206665,184178,164831,Prov. Luxembourg (BE)PS,2.9307
150,Belgium,BE,2,BE35,Prov. Namur,EP,2019,CDH,humanist democratic centre,centre democrate humaniste,2338,38029,375483,327962,298991,Prov. NamurCDH,
