"year.x","geo","regionname.x","weighted_avg_left_right","avg_GDP_per_inhabitant_million_euros","available_hospital_beds_per_100k","real_labour_productivity_per_person_employed_2019_base_year","railway_km_per_square_km","raw_milk_on_farms","pop_density_per_square_km","percentage_of_population_at_risk_poverty","net_migration_per_capita","count_of_all_crime_per_100k","percentage_individuals_regularly_using_internet","inability_to_afford_meal_with_meat_every_second_day_percent_2021","inability_to_meet_unexpected_financial_expenses_percent_2021","average_age","F.M_ratio","disposable_income_avg","gross_income_per_capita","employment_rate","proportion_with_higher_educ","total_votes","total_weighted_score"
2019,"DK03","Syddanmark",5.40877234606448,58118.97,252.61,100.4,NA,2190,102,12.3,-840,3920.38,95.4,2.3,21.3,50.4566763532734,1.01043397191185,19343.56,29000,73.85,0.302924268932767,523336,2830605.2845
2019,"DK04","Midtjylland",5.28857288647703,64902.28,216.92,106.6,NA,1853,103.7,12.1,-368,3580.29,95.55,1.9,17.6,48.7493214318765,1.00848298803529,21225.69,30700,75.2,0.358231326505121,587467,3106862.0479
2019,"DK05","Nordjylland",5.46596614396553,26179.69,225.31,100.5,NA,1342,76.4,13.3,88,3137.75,94.25,1.1,18.8,50.1392170250313,0.987395203580614,9348.32,28700,72.75,0.292426893276681,250685,1370235.7228
NA,"EA20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.9,0.30525,NA,NA
2019,"EE00","Eesti",5.83843036538139,27951.02,NA,111.9,27,820.8,30.5,NA,6550,1037.81,88.43,NA,NA,49.8079957617062,1.16245890741717,16834.04,12000,74.8,0.370157460634841,286112,1670444.9887
2019,"EL30","Aττική",4.73204086812431,87940.81,501.05,93.5,53,8.19,987.5,13.7,-7871,2242.54,NA,9.6,40.3,50.585131826261,1.14358636747931,51226.74,13400,57.85,0.37525,1182227,5594346.4794
2019,"EL41","Βόρειο Αιγαίο",4.59080419138704,2528.4,276.96,94.8,0,2.98,59.3,20.7,5276,290.82,NA,9.4,40.1,49.7798607694439,0.92483699260888,2405.71,9300,60.05,0.258814703675919,72983,335050.6623
2019,"EL42","Νότιο Αιγαίο",4.91106897217929,6355.74,228.77,87.5,0,22.15,66.1,16.9,2215,875.8,NA,9.4,41.9,49.0962065572937,1.02011690245172,5223.67,14300,60.5,0.208447888027993,116460,571943.0925
2019,"EL43","Κρήτη",4.47617079231769,9251.09,381.3,93.1,0,1.07,76.5,15.2,1825,518.79,NA,11.2,50,49.6694893020487,1.07300858017225,7337.7,10600,61.8,0.244438890277431,220038,984927.6688
2019,"EL51","Aνατολική Μακεδονία, Θράκη",5.04845115634162,6941.79,406.06,98.1,29,104.32,42.8,24.3,2823,422.85,NA,17,51,51.2166343129127,1.03303784966248,6363.61,9000,56.45,0.22325,188958,953945.2336
2019,"EL52","Κεντρική Μακεδονία",4.98459863298387,25044.75,440.38,95.3,29,312.53,101.2,20.6,3919,1526.82,NA,13.3,46.5,51.284042244707,1.1018719118206,21504.68,10000,53.85,0.29282320580145,615428,3067661.5675
2019,"EL53","Δυτική Μακεδονία",4.85746889555921,3907.71,426.2,83.4,9,31.93,28.8,21.6,-437,185.76,NA,8.5,44.4,52.6051958655589,1.05069043873449,3236.64,10400,50.55,0.252376188094047,121600,590668.2177
2019,"EL54","Ήπειρος",4.64854141846306,3958.59,462.1,97.5,0,19.56,36.8,17.4,891,267.62,NA,11.3,48.3,53.3444793560761,1.06075338598382,3832.52,9700,55.05,0.296675831042239,151925,706229.655
2019,"EL61","Θεσσαλία",4.7684127031983,9340.78,546.54,97.2,19,107.54,51.4,19,504,255.49,NA,8.4,56.1,52.3966822627243,1.06998081719445,7804.42,9200,54.8,0.2995,298846,1425021.0627
2019,"EL62","Ιόνια Νησιά",4.48694385157449,3236.15,297.28,91.5,0,0.79,89.4,13.9,595,560.17,NA,14.4,37.1,52.2173091211698,1.06279044104123,3112.25,13700,59.95,0.233058264566142,76914,345108.7994
2019,"EL63","Δυτική Ελλάδα",4.53934372213282,8047.95,298.41,95.8,19,17.56,59.2,23.8,-1034,1056.34,NA,18,62,51.0405318816949,1.04504739247007,6720.76,8700,49.5,0.19004751187797,276535,1255287.4162
2019,"EL64","Στερεά Ελλάδα",4.70801345159109,8567.96,155.04,102.9,20,24.01,36.1,20.3,2754,544.1,NA,12,51.3,51.936929341878,1.00670177742793,5811.71,9100,55.3,0.219804951237809,218844,1030320.4958
2019,"EL65","Πελοπόννησος",4.99132342514659,8225.72,217.69,98.7,16,6.76,37.1,19.7,2226,720.87,NA,13.1,49.2,52.9148238566712,1.01659710845606,6397.05,9700,62.15,0.227056764191048,246769,1231703.8903
2019,"ES11","Galicia",4.89202079590033,64219.58,329.67,102.5,41,2899.76,92,20,14477,728.54,79.7,2.1,24.7,53.0392775815431,1.09872208500869,41234.02,15000,63.8,0.36525,1274054,6232698.6631
2019,"ES12","Principado de Asturias",4.67304537700346,23711.32,345.79,100.1,63,581.57,96.6,20.7,3614,659.93,85.11,3.3,25.9,53.7204829796378,1.11768036176266,17000.11,15100,59.4,0.41675,418776,1956959.2508
2019,"ES13","Cantabria",5.20990802993552,14180.48,328.34,101.2,59,457.04,110.5,17.3,2941,956.26,85.55,6,25.8,51.8899385865496,1.07949256804472,9438.23,16000,64.2,0.403,251073,1308067.2388
2019,"ES21","País Vasco",3.57373738970912,74074.58,325.71,101.6,76,186.35,303.7,10,16713,1367.21,88.12,4.5,18.4,52.0669780783834,1.08117639842983,45873.54,21600,67.35,0.48637840539865,669933,2394164.6107
2019,"ES22","Comunidad Foral de Navarra",4.43894080351702,20873.24,335.41,100.3,21,249.42,63.1,7.7,6851,1024.4,91.43,4.2,20.9,50.4570815248604,1.03602674497957,12296.2,20200,68,0.448887778055486,267499,1187412.226
2019,"ES23","La Rioja",5.26679898449221,8821.87,323.43,99.7,22,24.24,62.6,12.3,1742,760.28,85.14,3,22.5,51.3027977734275,1.0444160746873,5230.87,17500,68.7,0.36725,132643,698604.0177
2019,"ES24","Aragón",5.02521531267987,38049.47,362.29,98.6,28,160.4,27.9,17.9,8737,789.04,88.57,3.3,26.9,51.4841359463791,1.04102571728091,22908.79,18100,68.65,0.376061969015492,505581,2540653.383
2019,"ES30","Comunidad de Madrid",5.08637445805994,242093.62,273.1,103.8,87,64.26,839.7,15,104311,1458.54,91.66,4.3,30.6,49.3068242849343,1.11962576494587,136460.62,23800,69.1,0.46686671667917,2497970,12705610.805
2019,"ES41","Castilla y León",5.38815497042934,59798.17,349.97,100.6,27,936.4,25.6,12.9,4246,756.21,84.75,2.4,24.1,53.4402216285685,1.0419888318283,39084.29,15800,65.35,0.37,1090439,5875454.3178
2019,"ES42","Castilla-La Mancha",5.28147781714923,42399.21,233.41,100.6,26,269.12,25.8,26.2,3023,1053.03,83.16,3.8,35.6,50.0455269141016,1.00729237034548,27829.19,13900,60.6,0.2875,900822,4757671.4102
2019,"ES43","Extremadura",5.06049192564652,20478.51,335.24,98.8,18,28.32,26,31.5,-745,674.28,84.77,3.7,39.4,50.831974005093,1.03010617395387,13497.34,12100,55.55,0.259064766191548,508759,2574570.8116
