geo,purchasing_power_standard_per_inhabitant,real_labour_productivity_per_person_employed_2019_base_year,raw_milk_on_farms,pop_density_per_square_km,net_migration_per_capita,count_of_all_crime_per_100k,average_age_for_people_above_18,F:M_ratio,disposable_income_avg,gross_income_per_capita,employment_rate,proportion_with_higher_educ,fertility_rate,poverty_rate,life_expectancy,gender_employment_gap_proportion
FRM0,25800.0,100.6,0.0,39.6,0.0057763734322075,1644.6799999999998,51.99265429406613,1.085661878021094,5777.37,21300.0,67.3,0.25562781390695344,1.41,0.179,84.0,0.217
FRY1,21700.0,108.2,0.0,247.0,-0.011655084371580504,2801.8,50.78256945546665,1.2464658752464448,5827.87,16500.0,49.8,0.22888555722138926,2.3,,81.8,0.102
FRY2,22400.0,104.7,0.23,328.6,-0.010444215216126944,2749.62,52.08185011870291,1.238138749184167,5491.49,18700.0,57.7,0.242,2.0,0.27399999999999997,82.1,0.024
FRY3,14300.0,84.4,0.06,3.4,-0.003425897656188982,3670.59,41.33052684851308,1.088107790039989,2760.77,11400.0,43.3,0.19790104947526238,3.73,,,0.168
FRY4,20600.0,115.9,18.49,345.7,-0.00563045018055991,1619.9899999999998,46.73139987882605,1.143297174692149,12868.28,16700.0,46.5,0.20950000000000002,2.39,0.37200000000000005,81.3,0.10099999999999999
FRY5,8900.0,96.0,2.4,750.8,-0.00021144080213963254,1939.19,37.83789590720596,1.1848143649673375,1719.28,7600.0,35.2,,4.6,,75.9,0.22399999999999998
HR03,20200.0,102.4,36.0,56.0,0.0009850384906374408,841.0,51.157980859550484,1.0916161094617272,14516.65,7900.0,60.3,0.255,1.42,0.22,79.9,0.096
HR04,,,563.0,85.8,0.0003025316905528776,683.27,49.83789644159744,1.1079194582584255,,,,,1.49,0.239,77.9,
HU11,47700.0,109.8,1.79,3433.8,0.007339916150079861,1104.21,49.137317126870485,1.1830878109711356,31054.31,13600.0,74.0,0.4475,1.19,0.156,78.7,0.149
HU12,18100.0,106.4,149.64,205.1,0.010677604816060251,531.56,48.500762929768214,1.0877724877384365,14768.78,9300.0,72.0,0.25712856428214104,1.63,0.191,76.9,0.161
HU21,21100.0,106.3,298.59,99.1,0.0012819233540829157,417.20000000000005,49.345110145893955,1.0749400861814533,12558.34,9300.0,71.8,0.2001000500250125,1.55,0.135,76.2,0.168
HU22,22200.0,102.0,293.45,88.6,0.0028658044112117656,543.09,49.62821300935399,1.0858050275841336,11071.21,8600.0,73.8,0.20689655172413796,1.48,0.163,77.3,0.17300000000000001
HU23,15500.0,109.4,249.23,63.7,0.0005904035557017803,639.27,50.228086089679934,1.1176790042145825,8692.49,7300.0,65.4,0.17041479260369816,1.58,0.24600000000000002,76.0,0.142
HU31,15200.0,107.2,138.91,84.4,-0.0009303391008461568,760.33,49.375767787693846,1.1124989365200175,10229.08,6800.0,66.1,0.1585,1.83,0.239,74.5,0.16699999999999998
HU32,14700.0,108.6,456.78,83.1,-0.0006878798089259881,546.11,48.53904919464481,1.0898177928342205,13740.08,7100.0,66.4,0.1775,1.73,0.242,75.5,0.14400000000000002
HU33,16500.0,105.6,374.39,68.1,0.0008215615167513236,534.55,50.00123069950616,1.1091656726595511,12807.14,7800.0,69.6,0.201,1.55,0.149,76.2,0.149
ITC1,32000.0,102.0,864.37,172.3,0.0007184994713411576,2031.62,53.223424319776434,1.0794183053162227,87192.01,22900.0,66.1,0.183,1.27,0.16699999999999998,83.3,0.147
ITC2,39000.0,100.4,85.33,38.6,0.0016235187381121025,817.33,52.57041333888489,1.0650733785394642,2428.09,21900.0,68.4,0.17841079460269865,1.31,0.081,83.6,0.094
ITC3,32900.0,99.4,109.45,284.3,0.0013286082449329092,2092.0,54.70247748547042,1.1138766917101217,30424.95,21800.0,63.3,0.20850000000000002,1.21,0.17600000000000002,83.5,0.158
ITC4,39900.0,100.5,5007.89,435.8,0.0007509894443844777,2504.1299999999997,51.838978139371946,1.0627263524691002,216522.62,26400.0,68.4,0.201,1.33,0.162,84.2,0.171
ITF1,25700.0,100.5,87.01,120.5,0.0004816140360343734,1376.01,52.21261897799116,1.067892474406692,20068.46,16500.0,58.3,0.19450000000000003,1.17,0.25,83.7,0.247
ITF2,21900.0,102.2,49.73,68.2,0.0006498750474654908,1133.34,52.315096534255694,1.0450387712146227,4236.18,14500.0,54.7,0.1810905452726363,1.15,0.381,83.6,0.245
ITF3,19500.0,99.3,308.36,422.2,-0.00057577833074605,2426.41,49.34540051149983,1.0747850907003524,73133.09,13300.0,41.5,0.14699999999999996,1.31,0.49700000000000005,82.1,0.267
ITF4,19600.0,99.1,265.0,206.8,-0.00010576834804292438,2212.7,51.021389921583896,1.0774731429597881,54520.76,13900.0,46.4,0.14350000000000002,1.2,0.374,83.7,0.295
ITF5,23300.0,100.3,85.12,55.7,-0.0007036627602891247,760.49,51.606395252315316,1.0509137143349712,7597.58,14200.0,50.8,0.159,1.15,0.34700000000000003,83.0,0.284
ITF6,17700.0,101.7,99.22,126.5,-0.00011851297379736873,1139.63,50.75735166070478,1.0580249847458172,24292.74,12200.0,42.0,0.149,1.26,0.39799999999999996,82.8,0.257
ITG1,18400.0,100.0,253.63,192.1,-0.00027916107257226476,1992.0599999999997,50.56664546924015,1.0793776664480643,64613.91,12900.0,41.3,0.1325662831415708,1.33,0.48700000000000004,82.3,0.25
ITG2,22000.0,96.6,237.39,68.3,0.00018403623586690196,1068.1399999999999,52.27674228610924,1.0511532236309684,23738.54,14700.0,53.9,0.16491754122938532,1.0,0.281,83.6,0.139
ITH1,48700.0,98.8,443.55,72.2,0.003961811232234548,1585.48,50.22006217221144,1.0420697519718711,12772.38,29100.0,74.1,0.158,1.71,0.115,84.5,0.127
ITH2,39600.0,101.5,190.66,88.2,0.0036599653130925604,1312.63,51.5460416615649,1.0587620597199625,10757.82,23000.0,68.5,0.20149999999999998,1.42,0.14,84.9,0.141
ITH3,34200.0,99.7,1099.51,282.0,0.0005977112126432714,1794.32,52.072139851520475,1.0626736194985265,94292.25,22700.0,67.6,0.184,1.29,0.111,84.3,0.18899999999999997
ITH4,32700.0,101.9,217.41,159.9,0.001157820319331123,1265.6,53.553265206774974,1.0761127274480808,24214.54,22400.0,66.6,0.1969015492253873,1.25,0.138,83.9,0.17300000000000001
ITH5,36600.0,99.9,2523.87,201.9,0.00076312848245902,2571.0099999999998,52.63894873633602,1.0780387267499554,95508.26,24900.0,70.4,0.21799999999999997,1.3,0.155,84.0,0.13699999999999998
ITI1,33100.0,102.2,88.95,162.7,0.0005989825315157812,2497.4500000000003,53.2094525392685,1.0942702754520357,70957.51,21600.0,66.9,0.1990995497748874,1.21,0.187,84.1,0.141
ITI2,26600.0,99.8,72.22,105.5,0.001578054588797719,1709.76,53.18684401001195,1.0970315891823443,15597.48,19100.0,64.6,0.21039480259870066,1.2,0.133,84.5,0.149
ITI3,28400.0,98.8,48.42,161.9,0.0004361793896122231,1230.27,52.84974787487883,1.0789192802737324,27365.53,19800.0,65.0,0.20389805097451277,1.19,0.191,84.4,0.161
ITI4,35200.0,99.5,357.33,343.0,0.0020221041853413766,2965.3,51.4955922776341,1.0969119347816962,107696.24,22000.0,61.2,0.24850000000000003,1.18,0.248,83.8,0.16899999999999998
LT01,38400.0,106.1,48.8,86.6,0.011706538395516356,1023.2600000000001,48.4581712587582,1.2423132146625842,15000.53,14100.0,79.3,0.5262368815592204,1.35689,0.212,76.9,0.01
LT02,21400.0,114.5,1498.6,37.2,0.00037802444303277884,951.18,50.584291190037014,1.2181118784383413,27980.02,9900.0,70.3,0.35350000000000004,1.46291,0.28300000000000003,76.4,0.017
LU00,78900.0,96.9,421.26,239.8,0.016598956823164913,2267.0,46.818042690131584,0.9979373884598496,16383.57,40800.0,67.9,0.44,1.34,,82.7,0.091
LV00,21600.0,110.1,978.9,30.2,3.455532935207414e-06,1069.98,50.39272252288265,1.2297151949812382,21734.08,9800.0,72.3,0.3355,1.61,,75.7,0.038
MT00,32600.0,104.3,41.27,1595.1,0.023348899656335485,1876.7700000000002,47.56159321968192,0.9611778737639406,,,71.7,0.28364182091045526,1.14,,,0.22
NL11,36000.0,90.4,961.0,247.9,0.0022972966673958104,2222.48,48.36484590499599,1.0125081329974475,9877.99,24800.0,72.3,0.35,1.41,0.23,81.3,0.046
NL12,27700.0,100.0,2739.0,191.0,0.000652202840254839,1523.6100000000001,50.83119127814217,1.004805612213363,11159.59,25200.0,78.4,0.30534732633683154,1.75,0.16699999999999998,82.0,0.086
NL13,27000.0,99.5,971.0,184.5,0.001103129408690894,1735.58,52.14021764285643,1.0272315600522193,8569.92,25900.0,77.5,0.31199999999999994,1.73,0.14300000000000002,81.9,0.11900000000000001
NL21,33400.0,100.9,2334.0,344.9,0.0012424965758197739,1801.49,49.536954188032325,1.0030365742378002,19827.7,26300.0,78.9,0.319,1.68,0.158,81.9,0.096
NL22,33500.0,100.5,2140.0,415.8,0.001719513366589192,1949.6799999999998,50.02845342837436,1.0337242577608559,37062.3,27900.0,78.1,0.3491745872936468,1.65,0.147,82.1,0.092
NL23,29300.0,99.4,313.0,292.5,0.0038147047384922673,2289.54,47.08713318707108,1.016253154043153,7378.82,28200.0,78.9,0.3005,1.77,0.158,82.4,0.12
NL31,49700.0,101.0,865.0,934.6,0.006609473323376019,2367.25,47.95792686825397,1.0582743796907028,25817.33,33400.0,80.7,0.49200799200799206,1.62,0.156,82.7,0.08800000000000001
NL32,53100.0,105.0,813.0,1041.2,0.002804290557982523,3288.09,48.434919860328186,1.0420560664953307,55676.7,32500.0,78.8,0.452,1.46,0.17,82.4,0.079
NL33,38400.0,96.5,837.0,1292.2,0.0018153949666016027,2503.98,48.56512374297621,1.0420126742991238,66754.33,29300.0,76.8,0.38030984507746124,1.6,0.19399999999999998,82.2,0.10300000000000001
NL34,31500.0,99.4,207.0,212.6,0.002231506111822459,1423.12,51.98763132068794,1.0297091132329315,6747.84,26900.0,79.2,0.27449999999999997,1.73,0.14300000000000002,82.6,0.125
NL41,40200.0,101.5,1940.0,514.8,0.0017038578409589648,2275.77,49.844134668714844,1.0060134988194358,46745.62,29400.0,80.1,0.3556778389194597,1.55,0.139,82.3,0.099
NL42,35000.0,101.1,436.0,517.7,0.001996134081549703,2603.08,51.623882860348054,1.0236079551602502,19406.76,26000.0,75.8,0.314,1.43,0.153,81.8,0.09
PL21,20800.0,115.6,293.0,224.0,0.00027027836125728997,372.40999999999997,47.73551077315852,1.0878896363995265,44033.63,8400.0,67.8,0.31984007996002,1.51,0.185,79.2,0.161
PL22,23400.0,117.0,278.0,368.8,-8.892855106178496e-05,530.78,49.13048756523303,1.0988668735855667,67259.96,9100.0,66.2,0.29314657328664334,1.38,0.138,77.5,0.136
PL41,24800.0,114.8,2021.0,117.9,0.00010088547719196618,399.59,47.615760854812464,1.082813455475493,48772.61,9100.0,70.7,0.26899999999999996,1.55,0.175,78.1,0.177
PL42,19000.0,110.0,167.0,76.6,-7.151411207694468e-05,569.4399999999999,48.60238370568653,1.0800088339488052,22144.64,8100.0,66.3,0.2778610694652674,1.32,0.171,77.5,0.166
PL43,18500.0,111.4,87.0,72.6,-0.0003349987341006232,691.52,48.12233241917492,1.0732911852629878,11881.84,7400.0,67.7,0.242,1.35,0.145,76.9,0.16399999999999998
PL51,24900.0,112.7,186.0,144.9,0.00020054737804264344,889.72,48.86403248514109,1.1062696644960877,40792.85,9200.0,70.6,0.33,1.38,0.145,77.5,0.125
PL52,18000.0,114.2,286.0,101.4,-0.00022727061067630486,465.31,48.94087011781922,1.08522910254312,11841.04,7400.0,68.9,0.24800000000000005,1.33,0.17,78.2,0.191
PL61,18200.0,113.5,1086.0,116.8,-3.632003456462626e-05,445.85,48.16280884141649,1.0916387544198707,24806.51,7500.0,66.3,0.23299999999999998,1.39,0.23199999999999998,77.5,0.18899999999999997
PL62,15600.0,109.0,1062.0,61.1,-0.0005965043227055358,449.78000000000003,47.71351362680143,1.0686775369518642,16409.46,7100.0,63.7,0.22699999999999995,1.35,0.242,77.2,0.17300000000000001
PL63,22200.0,116.0,383.0,130.6,0.0004536285526198565,608.7,47.76428350871425,1.0818351813262093,30992.01,8600.0,71.2,0.3235,1.62,0.153,78.5,0.188
PL71,21500.0,117.0,1128.0,135.2,-0.00016422142167254113,520.27,49.39570640111563,1.1313746996324423,33353.54,8600.0,69.1,0.275,1.36,0.165,76.9,0.147
PL72,16300.0,113.3,224.0,105.1,-0.000808477750367466,283.95,49.06062767754221,1.0709902563188016,14222.77,7000.0,65.4,0.2825,1.26,0.207,78.0,0.141
PL81,15600.0,116.3,831.0,84.0,-0.0004949518520488994,240.93,48.42924066345317,1.0873054080534152,24159.6,7000.0,64.7,0.2933533233383308,1.34,0.28800000000000003,78.2,0.133
PL82,16100.0,115.1,166.0,117.8,-0.00016394301622434289,229.60999999999999,47.58561259668638,1.0612340262746294,22507.54,6600.0,63.8,0.27586206896551724,1.38,0.223,79.4,0.16399999999999998
PL84,16500.0,117.8,2906.0,57.5,-0.00033960759624232907,349.2,48.39538775092758,1.0736624614644599,13117.38,7000.0,68.3,0.3105,1.42,0.20800000000000002,78.7,0.15
PL91,50100.0,123.2,166.0,510.2,0.0019523528133652773,834.31,48.97714701057688,1.1787913808760424,63732.44,14400.0,77.3,0.5305,1.6,0.134,79.5,0.10300000000000001
PL92,19800.0,119.8,3233.0,79.5,-0.0003625961738900559,366.88,47.890927639991396,1.0582028694779992,31027.37,8400.0,66.6,0.24562281140570286,1.51,0.213,77.0,0.161
PT11,21000.0,105.7,760.65,169.3,0.0005168048933909395,1457.2,50.682443309646104,1.1358014616027672,45571.57,11100.0,68.9,0.22111055527763887,1.28793,0.23199999999999998,82.4,0.08199999999999999
PT15,27600.0,100.5,0.47,88.9,0.006882116288835654,2788.5600000000004,51.38454960691245,1.1018088912729707,7746.09,14700.0,72.7,0.20839580209895056,1.67784,0.23199999999999998,80.7,0.042
PT16,21300.0,106.9,214.39,79.2,0.0005515540506347005,1146.32,53.0949146154377,1.1400641622778518,30318.29,11300.0,71.5,0.23888055972013988,1.36295,0.204,82.0,0.079
PT17,32000.0,98.1,80.8,1015.9,0.007361627629639837,1905.29,50.13850474413237,1.1775489457515003,48140.57,15900.0,72.0,0.3363318340829585,1.62614,0.17800000000000002,82.2,0.051
PT18,22400.0,100.7,263.39,22.7,9.135431538365698e-05,1187.28,53.47943428791662,1.0997427967249684,9871.82,11900.0,69.7,0.193,1.54728,0.22,80.7,0.067
PT20,21800.0,107.5,653.83,105.3,-0.0006769598197016332,1504.24,47.70517986284776,1.0716801482071885,3439.16,12100.0,65.6,0.1295,1.35461,0.36700000000000005,78.8,0.142
PT30,23800.0,104.2,1.95,318.0,0.0020167973258465558,1091.97,49.90014934823271,1.1761661845911122,3516.04,11300.0,67.8,0.19740129935032483,1.3177,0.322,78.8,0.046
RO11,20200.0,131.0,680.9,75.0,-0.0003161983555334411,742.48,48.341375438827626,1.0704264617692658,29734.52,6500.0,67.0,0.17600000000000002,1.69,0.193,75.7,0.17600000000000002
RO12,20500.0,118.2,682.1,68.2,-0.0005214272793248237,805.6,49.076600234101335,1.0596057336566886,26540.8,6400.0,60.2,0.1705,1.85,0.244,76.0,0.204
RO21,13900.0,103.9,878.4,87.5,-0.0006704874863852844,953.98,48.85180487200545,1.0271400066592298,28845.45,4300.0,73.1,0.10789210789210789,2.14,0.47100000000000003,74.6,0.162
RO22,17500.0,114.6,362.2,70.9,-0.001051802479235544,1239.43,50.068394426629425,1.0569548822474786,24281.03,5400.0,60.4,0.13,1.84,0.401,74.4,0.249
RO31,16500.0,98.8,418.3,86.1,-0.0009711906550297824,880.6600000000001,50.32902686247059,1.050628924106552,28500.77,5000.0,64.9,0.12050000000000001,1.76,0.365,75.5,0.213
RO32,50000.0,135.3,10.7,1321.9,-0.0017133332880950541,1558.63,47.7978230182879,1.1721908153693454,49532.04,14500.0,72.3,0.38549999999999995,1.55,0.14,77.2,0.128
RO41,17000.0,103.4,337.6,66.9,-0.0012825421098650223,859.43,50.306113018880666,1.0480238902911116,19086.44,5000.0,64.0,0.14442778610694654,1.64,0.389,76.2,0.20199999999999999
RO42,22400.0,133.7,293.0,55.7,-0.0002849165633539567,1014.4200000000001,48.828142932303976,1.0727081644126646,22946.59,7400.0,60.6,0.15350000000000003,1.58,0.21899999999999997,75.6,0.212
SE11,51700.0,103.9,21.78,361.8,0.006828990275258476,6204.58,47.29052101117815,1.0151356079526113,48082.95,32900.0,79.5,0.49450000000000005,1.61,0.14800000000000002,83.9,0.032
SE12,31500.0,99.5,416.52,44.7,0.0015578054480452014,5177.9400000000005,49.52915336144267,1.001042966356546,28646.11,24200.0,75.3,0.39030484757621187,1.72,0.187,83.0,0.061
SE21,31300.0,101.8,787.09,26.2,0.0020722987613879034,4053.9900000000002,50.658967594205784,0.985004054136527,14242.95,23800.0,78.8,0.3455,1.83,0.16399999999999998,83.6,0.063
SE22,31900.0,102.6,355.25,110.1,0.0063152965399358935,5741.1,49.35603361159104,1.0153818682290552,26016.89,24600.0,73.0,0.42200000000000004,1.72,0.254,83.1,0.059000000000000004
SE23,36000.0,100.6,691.61,70.1,0.004576014635151116,5297.95,49.26061606372465,1.0021155400783532,36143.68,26600.0,79.2,0.39569784892446225,1.71,0.192,83.1,0.055
SE31,29900.0,101.5,171.61,13.5,0.0016190400256910471,4422.610000000001,51.59144988791332,0.9935641173355678,13962.41,22600.0,75.4,0.3125,1.78,0.183,82.7,0.021
SE32,31700.0,100.2,110.54,5.3,0.0016542802531856232,4271.93,51.591347595221755,0.9862245100504174,6151.72,23100.0,76.2,0.34567283641820906,1.82,0.23600000000000002,82.1,0.015
SE33,36500.0,103.6,149.98,3.4,0.0010305090031573825,3537.11,50.29429039927461,0.9676834750683699,8652.09,24000.0,75.9,0.36781609195402293,1.7,0.166,82.2,0.057
SK01,51000.0,102.8,41.82,328.8,0.00841269985657931,771.2299999999999,48.30752790445005,1.1413638065183527,12122.5,18700.0,77.1,0.434,1.65,0.079,79.3,0.11
SK02,20400.0,105.4,453.38,123.0,0.00012903180084290804,343.57,48.336566128698045,1.0649828098193237,19743.53,9900.0,70.1,0.2126063031515758,1.4,0.113,78.0,0.128
SK03,17900.0,103.9,235.03,82.7,-0.0004419278804062831,383.28,47.55087689199326,1.0676913903585903,14844.74,10000.0,68.1,0.2206103051525763,1.49,0.215,77.2,0.11800000000000001
SK04,15500.0,103.0,174.02,103.9,-0.0005414122784875076,372.63,46.51409124490763,1.0568659288010966,15786.69,7900.0,63.4,0.22450000000000003,1.69,0.212,77.6,0.153
